,x_yng,x_old
769,"[-47.5334     -46.47607765 -43.4186879  -38.69254636 -32.8098038
 -26.40794665 -20.18071548 -14.80292741 -10.85734922  -8.77154553
  -8.77154553 -10.85734922 -14.80292741 -20.18071548 -26.40794665
 -32.8098038  -38.69254636 -43.4186879  -46.47607765 -47.5334    ]","[-93.3116     -91.65011823 -86.84572024 -79.4190371  -70.17486517
 -60.11495392 -50.32945082 -41.87876698 -35.6786651  -32.40102245
 -32.40102245 -35.6786651  -41.87876698 -50.32945082 -60.11495392
 -70.17486517 -79.4190371  -86.84572024 -91.65011823 -93.3116    ]"
770,"[-21.7044     -22.20226911 -23.6419246  -25.86735746 -28.6374075
 -31.65189683 -34.58415875 -37.11643718 -38.97432046 -39.95647811
 -39.95647811 -38.97432046 -37.11643718 -34.58415875 -31.65189683
 -28.6374075  -25.86735746 -23.6419246  -22.20226911 -21.7044    ]","[-97.7453     -95.79291642 -90.14733672 -81.42034707 -70.5576522
 -58.73639367 -47.23758825 -37.30730995 -30.02165848 -26.17014725
 -26.17014725 -30.02165848 -37.30730995 -47.23758825 -58.73639367
 -70.5576522  -81.42034707 -90.14733672 -95.79291642 -97.7453    ]"
771,"[-97.9945     -97.68520856 -96.79085077 -95.40834417 -93.68750481
 -91.81481232 -89.99320201 -88.4200736  -87.26589999 -86.65575377
 -86.65575377 -87.26589999 -88.4200736  -89.99320201 -91.81481232
 -93.68750481 -95.40834417 -96.79085077 -97.68520856 -97.9945    ]","[-48.4351     -47.83746959 -46.1093409  -43.43798349 -40.11288037
 -36.49435808 -32.97453964 -29.93485199 -27.70469247 -26.52573346
 -26.52573346 -27.70469247 -29.93485199 -32.97453964 -36.49435808
 -40.11288037 -43.43798349 -46.1093409  -47.83746959 -48.4351    ]"
772,"[-30.2025     -29.52925214 -27.5824654  -24.57310434 -20.82727992
 -16.75091034 -12.7857335   -9.36143783  -6.8490989   -5.52096762
  -5.52096762  -6.8490989   -9.36143783 -12.7857335  -16.75091034
 -20.82727992 -24.57310434 -27.5824654  -29.52925214 -30.2025    ]","[-40.3409     -41.8082287  -46.05120695 -52.61004224 -60.77398297
 -69.65833951 -78.30035396 -85.76352997 -91.2391166  -94.13374909
 -94.13374909 -91.2391166  -85.76352997 -78.30035396 -69.65833951
 -60.77398297 -52.61004224 -46.05120695 -41.8082287  -40.3409    ]"
773,"[-0.2235     -0.24250189 -0.29744842 -0.38238528 -0.48810824 -0.60316058
 -0.71507459 -0.81172265 -0.88263144 -0.92011691 -0.92011691 -0.88263144
 -0.81172265 -0.71507459 -0.60316058 -0.48810824 -0.38238528 -0.29744842
 -0.24250189 -0.2235    ]","[ -4.9117      -6.03696211  -9.29080881 -14.32063535 -20.58138195
 -27.39459959 -34.02197041 -39.74531595 -43.94442292 -46.16425291
 -46.16425291 -43.94442292 -39.74531595 -34.02197041 -27.39459959
 -20.58138195 -14.32063535  -9.29080881  -6.03696211  -4.9117    ]"
774,"[-34.2356     -34.17867018 -34.01404993 -33.75957843 -33.4428316
 -33.09813388 -32.76283862 -32.47328025 -32.26083693 -32.14853018
 -32.14853018 -32.26083693 -32.47328025 -32.76283862 -33.09813388
 -33.4428316  -33.75957843 -34.01404993 -34.17867018 -34.2356    ]","[-21.9826     -22.27201179 -23.10888488 -24.40253111 -26.01276382
 -27.76508932 -29.46961594 -30.94163179 -32.02162109 -32.59255027
 -32.59255027 -32.02162109 -30.94163179 -29.46961594 -27.76508932
 -26.01276382 -24.40253111 -23.10888488 -22.27201179 -21.9826    ]"
775,"[-15.8298     -15.61795625 -15.00538156 -14.05845791 -12.87979916
 -11.59713128 -10.34945123  -9.27196451  -8.48143353  -8.06352458
  -8.06352458  -8.48143353  -9.27196451 -10.34945123 -11.59713128
 -12.87979916 -14.05845791 -15.00538156 -15.61795625 -15.8298    ]","[-113.8804     -114.03769797 -114.49254619 -115.1956548  -116.07083108
 -117.0232361  -117.94966199 -118.74971613 -119.33670025 -119.6470055
 -119.6470055  -119.33670025 -118.74971613 -117.94966199 -117.0232361
 -116.07083108 -115.1956548  -114.49254619 -114.03769797 -113.8804    ]"
776,"[-92.7596     -92.78288775 -92.85022741 -92.95432168 -93.08389034
 -93.2248926  -93.36204869 -93.48049562 -93.56739782 -93.61333809
 -93.61333809 -93.56739782 -93.48049562 -93.36204869 -93.2248926
 -93.08389034 -92.95432168 -92.85022741 -92.78288775 -92.7596    ]","[-38.2815     -38.74391191 -40.08103815 -42.14798033 -44.72075321
 -47.52055691 -50.24398926 -52.59592412 -54.32149283 -55.23370327
 -55.23370327 -54.32149283 -52.59592412 -50.24398926 -47.52055691
 -44.72075321 -42.14798033 -40.08103815 -38.74391191 -38.2815    ]"
777,"[-44.4522     -45.55604908 -48.74797714 -53.68208926 -59.82369782
 -66.50726423 -73.00852038 -78.62295427 -82.74215489 -84.91974293
 -84.91974293 -82.74215489 -78.62295427 -73.00852038 -66.50726423
 -59.82369782 -53.68208926 -48.74797714 -45.55604908 -44.4522    ]","[-76.0377     -74.37351993 -69.56131943 -62.12257512 -52.86339035
 -42.78714147 -32.98574639 -24.52133835 -18.31116731 -15.02820166
 -15.02820166 -18.31116731 -24.52133835 -32.98574639 -42.78714147
 -52.86339035 -62.12257512 -69.56131943 -74.37351993 -76.0377    ]"
778,"[ -73.5162      -74.31402486  -76.62104274  -80.18725246  -84.62619985
  -89.45685609  -94.15574462  -98.21366796 -101.19088714 -102.76477428
 -102.76477428 -101.19088714  -98.21366796  -94.15574462  -89.45685609
  -84.62619985  -80.18725246  -76.62104274  -74.31402486  -73.5162    ]","[-117.0635     -115.86633196 -112.40455956 -107.05331955 -100.39250184
  -93.14390936  -86.09303959  -80.00396367  -75.53652747  -73.174847
  -73.174847    -75.53652747  -80.00396367  -86.09303959  -93.14390936
 -100.39250184 -107.05331955 -112.40455956 -115.86633196 -117.0635    ]"
779,"[-16.439      -17.18053439 -19.32478082 -22.6393769  -26.76513472
 -31.25496441 -35.62232324 -39.39394013 -42.16110186 -43.62394353
 -43.62394353 -42.16110186 -39.39394013 -35.62232324 -31.25496441
 -26.76513472 -22.6393769  -19.32478082 -17.18053439 -16.439     ]","[ -21.3045      -23.48000277  -29.77076158  -39.49507511  -51.59916311
  -64.77135982  -77.58425333  -88.64936784  -96.76762648 -101.05928997
 -101.05928997  -96.76762648  -88.64936784  -77.58425333  -64.77135982
  -51.59916311  -39.49507511  -29.77076158  -23.48000277  -21.3045    ]"
780,"[ -54.8304      -56.33949818  -60.70325853  -67.4487999   -75.84513821
  -84.98239993  -93.87042097 -101.54604633 -107.17750292 -110.15453502
 -110.15453502 -107.17750292 -101.54604633  -93.87042097  -84.98239993
  -75.84513821  -67.4487999   -60.70325853  -56.33949818  -54.8304    ]","[-23.5099     -23.67058439 -24.13522491 -24.85347054 -25.74748824
 -26.72039731 -27.66676795 -28.48404623 -29.08366736 -29.40065308
 -29.40065308 -29.08366736 -28.48404623 -27.66676795 -26.72039731
 -25.74748824 -24.85347054 -24.13522491 -23.67058439 -23.5099    ]"
781,"[ -35.4651      -37.53751465  -43.53018031  -52.79369868  -64.3242238
  -76.87224435  -89.07798762  -99.61877192 -107.35233972 -111.44063895
 -111.44063895 -107.35233972  -99.61877192  -89.07798762  -76.87224435
  -64.3242238   -52.79369868  -43.53018031  -37.53751465  -35.4651    ]","[ -97.6703      -97.73801219  -97.93381111  -98.23647889  -98.61321679
  -99.02319941  -99.42199877  -99.76639878 -100.01907835 -100.15265572
 -100.15265572 -100.01907835  -99.76639878  -99.42199877  -99.02319941
  -98.61321679  -98.23647889  -97.93381111  -97.73801219  -97.6703    ]"
782,"[-6.3816     -6.47618142 -6.74967633 -7.1724473  -7.69868053 -8.27135051
 -8.82839953 -9.30946271 -9.66240938 -9.84899229 -9.84899229 -9.66240938
 -9.30946271 -8.82839953 -8.27135051 -7.69868053 -7.1724473  -6.74967633
 -6.47618142 -6.3816    ]","[-2.7495     -2.67779996 -2.47046964 -2.1499765  -1.75105095 -1.31692275
 -0.89463644 -0.5299533  -0.26239239 -0.12094809 -0.12094809 -0.26239239
 -0.5299533  -0.89463644 -1.31692275 -1.75105095 -2.1499765  -2.47046964
 -2.67779996 -2.7495    ]"
783,"[ -2.1531      -3.57558705  -7.68889964 -14.04729653 -21.96174676
 -30.57459685 -38.95251083 -46.18761174 -51.49586413 -54.30203648
 -54.30203648 -51.49586413 -46.18761174 -38.95251083 -30.57459685
 -21.96174676 -14.04729653  -7.68889964  -3.57558705  -2.1531    ]","[-109.4096     -108.85205942 -107.23985584 -104.74769655 -101.64564566
  -98.26985854  -94.98615408  -92.15037263  -90.0698151   -88.96994219
  -88.96994219  -90.0698151   -92.15037263  -94.98615408  -98.26985854
 -101.64564566 -104.74769655 -107.23985584 -108.85205942 -109.4096    ]"
784,"[-79.7088     -77.57338164 -71.39853227 -61.85339264 -49.97232673
 -37.04283238 -24.46602094 -13.60478507  -5.6361082   -1.42352013
  -1.42352013  -5.6361082  -13.60478507 -24.46602094 -37.04283238
 -49.97232673 -61.85339264 -71.39853227 -77.57338164 -79.7088    ]","[-30.2601     -30.28486152 -30.35646279 -30.46714469 -30.60491313
 -30.75483876 -30.90067481 -31.02661768 -31.1190195  -31.16786712
 -31.16786712 -31.1190195  -31.02661768 -30.90067481 -30.75483876
 -30.60491313 -30.46714469 -30.35646279 -30.28486152 -30.2601    ]"
785,"[ -87.7029      -88.44374085  -90.58598182  -93.89747783  -98.01937693
 -102.50500739 -106.86828154 -110.63637093 -113.4009446  -114.8624181
 -114.8624181  -113.4009446  -110.63637093 -106.86828154 -102.50500739
  -98.01937693  -93.89747783  -90.58598182  -88.44374085  -87.7029    ]","[ -47.5769      -49.11687694  -53.56992736  -60.45349414  -69.02163603
  -78.3458619   -87.41574719  -95.2484291  -100.99511501 -104.03306233
 -104.03306233 -100.99511501  -95.2484291   -87.41574719  -78.3458619
  -69.02163603  -60.45349414  -53.56992736  -49.11687694  -47.5769    ]"
786,"[-103.5986     -103.97375058 -105.05854894 -106.73544034 -108.82270758
 -111.09416287 -113.30365878 -115.21176215 -116.61170036 -117.35176839
 -117.35176839 -116.61170036 -115.21176215 -113.30365878 -111.09416287
 -108.82270758 -106.73544034 -105.05854894 -103.97375058 -103.5986    ]","[-18.8087     -19.65859991 -22.1161998  -25.91518058 -30.64386375
 -35.7898231  -40.79541409 -45.11820328 -48.28974937 -49.96636613
 -49.96636613 -48.28974937 -45.11820328 -40.79541409 -35.7898231
 -30.64386375 -25.91518058 -22.1161998  -19.65859991 -18.8087    ]"
787,"[-118.8245     -118.60291419 -117.96216903 -116.97169919 -115.73883745
 -114.39718351 -113.09212639 -111.96508928 -111.13820415 -110.70107681
 -110.70107681 -111.13820415 -111.96508928 -113.09212639 -114.39718351
 -115.73883745 -116.97169919 -117.96216903 -118.60291419 -118.8245    ]","[-108.2498     -108.25665954 -108.27649481 -108.30715636 -108.34532154
 -108.38685455 -108.42725464 -108.46214385 -108.48774138 -108.50127334
 -108.50127334 -108.48774138 -108.46214385 -108.42725464 -108.38685455
 -108.34532154 -108.30715636 -108.27649481 -108.25665954 -108.2498    ]"
788,"[ -6.3692      -6.51742235  -6.94602722  -7.60856862  -8.4332499
  -9.33070406 -10.203678   -10.95757147 -11.51068839 -11.80308998
 -11.80308998 -11.51068839 -10.95757147 -10.203678    -9.33070406
  -8.4332499   -7.60856862  -6.94602722  -6.51742235  -6.3692    ]","[ -80.2516      -80.82311432  -82.47572482  -85.03034552  -88.21014363
  -91.67053868  -95.03654317  -97.94339829 -100.07610118 -101.20354039
 -101.20354039 -100.07610118  -97.94339829  -95.03654317  -91.67053868
  -88.21014363  -85.03034552  -82.47572482  -80.82311432  -80.2516    ]"
789,"[-116.1763     -116.06676414 -115.75002645 -115.2604104  -114.65097346
 -113.9877576  -113.34263253 -112.78550757 -112.37675586 -112.16067199
 -112.16067199 -112.37675586 -112.78550757 -113.34263253 -113.9877576
 -114.65097346 -115.2604104  -115.75002645 -116.06676414 -116.1763    ]","[-20.6362     -21.12368769 -22.53332392 -24.71235273 -27.42464252
 -30.37627463 -33.24739391 -35.72687003 -37.54601329 -38.50769128
 -38.50769128 -37.54601329 -35.72687003 -33.24739391 -30.37627463
 -27.42464252 -24.71235273 -22.53332392 -21.12368769 -20.6362    ]"
790,"[-1.8953     -1.84676309 -1.70641207 -1.48945616 -1.2194059  -0.92552542
 -0.63966124 -0.39279117 -0.21166741 -0.11591754 -0.11591754 -0.21166741
 -0.39279117 -0.63966124 -0.92552542 -1.2194059  -1.48945616 -1.70641207
 -1.84676309 -1.8953    ]","[-20.998      -21.41112186 -22.60571927 -24.45233907 -26.75087135
 -29.25223448 -31.68536693 -33.78660107 -35.32823556 -36.14321039
 -36.14321039 -35.32823556 -33.78660107 -31.68536693 -29.25223448
 -26.75087135 -24.45233907 -22.60571927 -21.41112186 -20.998     ]"
791,"[ -1.5201      -2.26340617  -4.41277592  -7.73529169 -11.87090734
 -16.37146475 -20.74925868 -24.52988724 -27.30366066 -28.76999754
 -28.76999754 -27.30366066 -24.52988724 -20.74925868 -16.37146475
 -11.87090734  -7.73529169  -4.41277592  -2.26340617  -1.5201    ]","[-1.0493     -1.20499957 -1.65522583 -2.35118977 -3.2174729  -4.16020001
 -5.07721197 -5.86913632 -6.45015577 -6.75730784 -6.75730784 -6.45015577
 -5.86913632 -5.07721197 -4.16020001 -3.2174729  -2.35118977 -1.65522583
 -1.20499957 -1.0493    ]"
792,"[-112.2671     -112.42477724 -112.8807222  -113.58552617 -114.46281268
 -115.41751415 -116.34617386 -117.1481571  -117.73655656 -118.04761003
 -118.04761003 -117.73655656 -117.1481571  -116.34617386 -115.41751415
 -114.46281268 -113.58552617 -112.8807222  -112.42477724 -112.2671    ]","[-69.239      -67.44112397 -62.24232364 -54.2059697  -44.20292579
 -33.31717693 -22.72836293 -13.58394607  -6.87486583  -3.32815514
  -3.32815514  -6.87486583 -13.58394607 -22.72836293 -33.31717693
 -44.20292579 -54.2059697  -62.24232364 -67.44112397 -69.239     ]"
793,"[ -69.141       -70.44797482  -74.22726829  -80.06933531  -87.34109727
  -95.25454594 -102.95213636 -109.59971516 -114.47691404 -117.05521282
 -117.05521282 -114.47691404 -109.59971516 -102.95213636  -95.25454594
  -87.34109727  -80.06933531  -74.22726829  -70.44797482  -69.141     ]","[-19.695      -19.59528205 -19.30693419 -18.86120339 -18.30639149
 -17.70262097 -17.11531974 -16.608131   -16.23601651 -16.03930066
 -16.03930066 -16.23601651 -16.608131   -17.11531974 -17.70262097
 -18.30639149 -18.86120339 -19.30693419 -19.59528205 -19.695     ]"
794,"[-20.988      -21.68568429 -23.70313223 -26.82172204 -30.70350612
 -34.92783294 -39.03693114 -42.58551616 -45.18904376 -46.56538132
 -46.56538132 -45.18904376 -42.58551616 -39.03693114 -34.92783294
 -30.70350612 -26.82172204 -23.70313223 -21.68568429 -20.988     ]","[-13.2849     -13.12234631 -12.65230044 -11.92569917 -11.02128101
 -10.03705371  -9.07967356  -8.25288756  -7.6462908   -7.32561745
  -7.32561745  -7.6462908   -8.25288756  -9.07967356 -10.03705371
 -11.02128101 -11.92569917 -12.65230044 -13.12234631 -13.2849    ]"
795,"[-80.1938     -80.28398178 -80.54475454 -80.94785949 -81.44961396
 -81.99564506 -82.52678186 -82.98546745 -83.32199611 -83.49989975
 -83.49989975 -83.32199611 -82.98546745 -82.52678186 -81.99564506
 -81.44961396 -80.94785949 -80.54475454 -80.28398178 -80.1938    ]","[-109.0733     -107.57105052 -103.22709411  -96.51216585  -88.15393242
  -79.0581381   -70.21045333  -62.56966206  -56.96376256  -54.00024105
  -54.00024105  -56.96376256  -62.56966206  -70.21045333  -79.0581381
  -88.15393242  -96.51216585 -103.22709411 -107.57105052 -109.0733    ]"
796,"[-17.2836     -18.33252944 -21.36564996 -26.05427591 -31.89032191
 -38.24136181 -44.4191619  -49.75426167 -53.6685203  -55.73776711
 -55.73776711 -53.6685203  -49.75426167 -44.4191619  -38.24136181
 -31.89032191 -26.05427591 -21.36564996 -18.33252944 -17.2836    ]","[-102.6796     -100.54323886  -94.36566332  -84.81630954  -72.92999818
  -59.9947955   -47.41243144  -36.54640037  -28.57420536  -24.35975744
  -24.35975744  -28.57420536  -36.54640037  -47.41243144  -59.9947955
  -72.92999818  -84.81630954  -94.36566332 -100.54323886 -102.6796    ]"
797,"[-79.3538     -77.92128373 -73.77897027 -67.37574357 -59.4054926
 -50.73191772 -42.29493535 -35.00882344 -29.66314528 -26.83718804
 -26.83718804 -29.66314528 -35.00882344 -42.29493535 -50.73191772
 -59.4054926  -67.37574357 -73.77897027 -77.92128373 -79.3538    ]","[ -0.7561      -1.38510764  -3.20396783  -6.01557883  -9.51525898
 -13.32376362 -17.02838218 -20.22766177 -22.57491078 -23.81576837
 -23.81576837 -22.57491078 -20.22766177 -17.02838218 -13.32376362
  -9.51525898  -6.01557883  -3.20396783  -1.38510764  -0.7561    ]"
798,"[-88.1377     -87.71231116 -86.48224214 -84.58078999 -82.21400656
 -79.63836956 -77.13298922 -74.96936238 -73.38195158 -72.54277741
 -72.54277741 -73.38195158 -74.96936238 -77.13298922 -79.63836956
 -82.21400656 -84.58078999 -86.48224214 -87.71231116 -88.1377    ]","[-119.6472     -119.14807927 -117.70480454 -115.47377704 -112.69676321
 -109.67469559 -106.73506209 -104.19641762 -102.3338637  -101.34923695
 -101.34923695 -102.3338637  -104.19641762 -106.73506209 -109.67469559
 -112.69676321 -115.47377704 -117.70480454 -119.14807927 -119.6472    ]"
799,"[-89.1013     -89.33127872 -89.99629311 -91.02427854 -92.30383685
 -93.69630803 -95.05079623 -96.22052163 -97.07872634 -97.53241055
 -97.53241055 -97.07872634 -96.22052163 -95.05079623 -93.69630803
 -92.30383685 -91.02427854 -89.99629311 -89.33127872 -89.1013    ]","[ -9.0557     -10.20336126 -13.52197813 -18.65192698 -25.03729825
 -31.98613789 -38.7454313  -44.58270415 -48.86539737 -51.12941468
 -51.12941468 -48.86539737 -44.58270415 -38.7454313  -31.98613789
 -25.03729825 -18.65192698 -13.52197813 -10.20336126  -9.0557    ]"
800,"[ -8.8766     -10.40578373 -14.82762415 -21.66294622 -30.17103674
 -39.42991209 -48.43622946 -56.21401461 -61.92042384 -64.93707916
 -64.93707916 -61.92042384 -56.21401461 -48.43622946 -39.42991209
 -30.17103674 -21.66294622 -14.82762415 -10.40578373  -8.8766    ]","[-26.1046     -26.01800512 -25.76760436 -25.38053255 -24.89873491
 -24.37442169 -23.86441037 -23.42396859 -23.10082505 -22.92999736
 -22.92999736 -23.10082505 -23.42396859 -23.86441037 -24.37442169
 -24.89873491 -25.38053255 -25.76760436 -26.01800512 -26.1046    ]"
801,"[-21.7341     -21.76161942 -21.84119554 -21.96420503 -22.11731792
 -22.28394205 -22.44602111 -22.58599131 -22.68868472 -22.74297291
 -22.74297291 -22.68868472 -22.58599131 -22.44602111 -22.28394205
 -22.11731792 -21.96420503 -21.84119554 -21.76161942 -21.7341    ]","[ -61.9603      -63.15347478  -66.6037001   -71.93709053  -78.57569044
  -85.80010454  -92.82745545  -98.89622067 -103.34875532 -105.70255817
 -105.70255817 -103.34875532  -98.89622067  -92.82745545  -85.80010454
  -78.57569044  -71.93709053  -66.6037001   -63.15347478  -61.9603    ]"
802,"[ -8.7627     -10.41940827 -15.21000304 -22.61534903 -31.8329621
 -41.86397084 -51.62135981 -60.04776452 -66.23005326 -69.49827912
 -69.49827912 -66.23005326 -60.04776452 -51.62135981 -41.86397084
 -31.8329621  -22.61534903 -15.21000304 -10.41940827  -8.7627    ]","[-16.6117     -17.85717197 -21.45862168 -27.02577616 -33.95534785
 -41.49641012 -48.83177188 -55.16653285 -59.81422338 -62.2711941
 -62.2711941  -59.81422338 -55.16653285 -48.83177188 -41.49641012
 -33.95534785 -27.02577616 -21.45862168 -17.85717197 -16.6117    ]"
803,"[-37.6057     -38.0298914  -39.25649787 -41.15259756 -43.51271867
 -46.08110544 -48.57943331 -50.7369697  -52.31991205 -53.15672401
 -53.15672401 -52.31991205 -50.7369697  -48.57943331 -46.08110544
 -43.51271867 -41.15259756 -39.25649787 -38.0298914  -37.6057    ]","[-26.3665     -26.84029029 -28.21031864 -30.32812122 -32.96420125
 -35.83289857 -38.6233453  -41.03315325 -42.80118232 -43.73583915
 -43.73583915 -42.80118232 -41.03315325 -38.6233453  -35.83289857
 -32.96420125 -30.32812122 -28.21031864 -26.84029029 -26.3665    ]"
804,"[-116.883      -116.74504528 -116.34613065 -115.72948471 -114.9619306
 -114.12664473 -113.31414328 -112.61247339 -112.09767188 -111.82552549
 -111.82552549 -112.09767188 -112.61247339 -113.31414328 -114.12664473
 -114.9619306  -115.72948471 -116.34613065 -116.74504528 -116.883     ]","[-83.5839     -83.66211281 -83.88827567 -84.23788033 -84.6730417
 -85.14660329 -85.60724735 -86.00505595 -86.29692036 -86.45121254
 -86.45121254 -86.29692036 -86.00505595 -85.60724735 -85.14660329
 -84.6730417  -84.23788033 -83.88827567 -83.66211281 -83.5839    ]"
